,가해자성별,교차로형태,기상상태,노면상태,노면상태_대분류,노인보호구역,당사자종별가해자,당사자종별피해자,도로선형,도로선형_대분류,도로선형_중분류,도로종류,도로형태,법규위반가해자,보호장구가해자_대분류,보호장구피해자_대분류,사고유형,사고유형_대분류,어린이보호구역,연령가해자,연령피해자,요일,주야,차량용도가해자,차량용도가해자_대분류,차량용도피해자,차량용도피해자_대분류,피해자성별,행동유형가해자,행동유형피해자,행동유형피해자_대분류,도로심각도지수basic
1337,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,77,67,금,주,비사업용 승용차,비사업용,보행자,보행자,여,출발중,보행자 기타불명,보행자,0.1168
1372,여,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,오르막,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,38,61,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 노상작업중,보행자,0.1168
1382,여,교차로사지,맑음,건조,포장 건조,아니오,소형,보행자,기타서비스구역,기타구역,기타구역,지방도,교차로내,안전운전의무불이행,기타불명,보행자,기타불명,차대사람,아니오,31,85,금,주,비사업용 승용차,비사업용,보행자,보행자,남,좌우회전중,보행자 기타횡단중,보행자,0.0033
1393,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,53,64,금,야,비사업용 화물차,비사업용,보행자,보행자,여,좌우회전중,보행자 기타횡단중,보행자,0.0068
1428,남,교차로사지,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,교차로내,신호위반,기타불명,보행자,횡단중,차대사람 횡단중,아니오,55,62,금,야,이륜차,이륜차,보행자,보행자,여,좌우회전중,보행자 횡단보도횡단중,보행자,0.0068
1441,남,교차로아님,비,젖음습기,포장 젖음습기,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,길가장자리구역통행중,차대사람 길가장자리구역통행중,아니오,33,62,토,야,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.0068
1498,여,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,23,67,화,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타횡단중,보행자,0.1168
1504,남,교차로삼지,비,젖음습기,포장 젖음습기,아니오,경형,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,62,61,수,주,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 기타불명,보행자,0.1168
1510,남,교차로사지,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,일반국도,교차로내,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,58,74,목,주,사업용 법인택시,사업용,보행자,보행자,여,출발중,보행자 횡단보도횡단중,보행자,0.1168
1516,남,교차로사지,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,교차로내,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,39,65,금,주,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 횡단보도횡단중,보행자,0.1168
1557,남,교차로사지,비,젖음습기,포장 젖음습기,아니오,중형,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,56,67,수,야,비사업용 화물차,비사업용,보행자,보행자,남,좌우회전중,보행자 횡단보도횡단중,보행자,0.1168
1581,남,교차로사지,비,젖음습기,포장 젖음습기,아니오,경형,보행자,평지,직선,직선,시도,교차로부근,신호위반,기타불명,보행자,횡단중,차대사람 횡단중,아니오,56,71,일,야,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 횡단보도횡단중,보행자,0.1168
1596,여,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,시도,기타단일로,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,57,68,화,주,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도부근횡단중,보행자,0.1168
1598,남,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,73,67,화,야,사업용 개인택시,사업용,보행자,보행자,여,좌우회전중,보행자 기타불명,보행자,0.1168
1609,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,일반국도,기타단일로,안전운전의무불이행,안전모,보행자,횡단중,차대사람 횡단중,아니오,20,77,수,야,이륜차,이륜차,보행자,보행자,여,직진중,보행자 기타횡단중,보행자,0.1168
1611,남,교차로삼지,눈,서리결빙,포장 서리결빙,아니오,소형,보행자,평지,직선,직선,시도,교차로내,보행자보호의무위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,58,62,목,주,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 횡단보도횡단중,보행자,0.1168
1615,남,교차로사지,눈,서리결빙,포장 서리결빙,아니오,중형,보행자,평지,직선,직선,기타불명,교차로내,보행자보호의무위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,41,62,목,야,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 기타불명,보행자,0.0068
1616,남,교차로사지,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,시도,교차로내,신호위반,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,51,69,금,주,사업용 시내버스,사업용,보행자,보행자,여,좌우회전중,보행자 횡단보도부근횡단중,보행자,0.1168
1637,남,교차로삼지,맑음,건조,포장 건조,아니오,소형,보행자,평지,직선,직선,기타불명,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,49,84,화,주,비사업용 화물차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.0068
1649,남,교차로아님,흐림,젖음습기,포장 젖음습기,아니오,중형,보행자,평지,좌 커브곡각,좌,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,72,67,목,주,비사업용 승용차,비사업용,보행자,보행자,남,좌우회전중,보행자 기타횡단중,보행자,0.0068
1661,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,38,71,금,주,사업용 일반화물,사업용,보행자,보행자,남,좌우회전중,보행자 노상작업중,보행자,0.0068
1662,남,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,61,69,토,주,비사업용 승용차,비사업용,보행자,보행자,남,좌우회전중,보행자 기타불명,보행자,0.1168
1678,여,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,보행자보호의무위반,안전벨트카시트,보행자,기타불명,차대사람,아니오,45,83,일,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 기타횡단중,보행자,0.1168
1722,남,교차로아님,맑음,건조,포장 건조,아니오,경형,보행자,평지,직선,직선,일반국도,기타단일로,기타불명,안전벨트카시트,보행자,기타불명,차대사람,아니오,51,72,목,주,사업용 시내버스,사업용,보행자,보행자,여,직진중,보행자 기타불명,보행자,0.0068
1731,남,교차로아님,흐림,젖음습기,포장 젖음습기,아니오,자전거,보행자,내리막,직선,직선,기타불명,기타단일로,보행자보호의무위반,안전모,보행자,횡단중,차대사람 횡단중,아니오,19,60,금,주,자전거,자전거,보행자,보행자,남,직진중,보행자 횡단보도횡단중,보행자,0.1168
1751,여,교차로사지,맑음,서리결빙,포장 서리결빙,아니오,경형,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,54,67,화,주,비사업용 승용차,비사업용,보행자,보행자,남,좌우회전중,보행자 기타불명,보행자,0.0068
1765,남,교차로사지,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,23,78,월,주,비사업용 화물차,비사업용,보행자,보행자,여,좌우회전중,보행자 기타불명,보행자,0.0068
31035,남,교차로아님,맑음,건조,포장 건조,아니오,소형,보행자,기타서비스구역,기타구역,기타구역,기타불명,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,37,74,월,주,비사업용 승용차,비사업용,보행자,보행자,여,후진중,보행자 기타불명,보행자,0.0068
31118,남,교차로삼지,맑음,서리결빙,포장 서리결빙,아니오,소형,보행자,평지,직선,직선,시도,교차로내,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,55,62,월,주,비사업용 화물차,비사업용,보행자,보행자,여,좌우회전중,보행자 기타횡단중,보행자,0.1168
31122,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,차도통행중,차대사람 차도통행중,아니오,39,61,화,주,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 마주보고통행중차도,보행자,0.1168
31126,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,오르막,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,기타불명,차대사람,아니오,44,72,금,주,사업용 시내버스,사업용,보행자,보행자,남,직진중,보행자 기타불명,보행자,0.1168
31129,여,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,횡단보도상,보행자보호의무위반,기타불명,보행자,횡단중,차대사람 횡단중,아니오,57,66,수,주,비사업용 승용차,비사업용,보행자,보행자,여,좌우회전중,보행자 횡단보도횡단중,보행자,0.0068
31160,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,지방도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,35,76,목,주,비사업용 승용차,비사업용,보행자,보행자,여,직진중,보행자 보도통행중,보행자,0.1168
31182,남,교차로아님,맑음,건조,포장 건조,아니오,중형,보행자,평지,직선,직선,시도,기타단일로,안전운전의무불이행,안전벨트카시트,보행자,횡단중,차대사람 횡단중,아니오,27,64,월,야,비사업용 승용차,비사업용,보행자,보행자,남,직진중,보행자 횡단보도부근횡단중,보행자,0.1168
